Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Lanes_or_Medians,Light_conditions,Weather_conditions,Type_of_collision,Cause_of_accident,Location,Accident_severity
17:11:00,Sunday,31-50,Male,Elementary school,Employee,5-10yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"Old Mahabalipuram Road, Chennai",Slight Injury
17:10:00,Thursday,31-50,Male,,Owner,5-10yr,One way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the left,"Tambaram, Chennai",Slight Injury
17:10:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Getting off the vehicle improperly,"194 Feet Road, Anna Nagar",Slight Injury
17:10:00,Thursday,Over 51,Male,Junior high school,Owner,5-10yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other,"Nungambakkam, Chennai",Slight Injury
17:50:00,Friday,18-30,Male,Illiterate,Employee,2-5yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other,"Mount Road, Chennai",Slight Injury
17:50:00,Friday,Under 18,Male,Junior high school,Employee,5-10yr,One way,Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"T Nagar, Chennai",Slight Injury
08:25:00,Monday,Unknown,Female,Junior high school,Employee,Below 1yr,One way,Daylight,Raining and Windy,Vehicle with vehicle collision,No priority to vehicle,"Rajiv Gandhi Salai, Chennai",Slight Injury
13:00:00,Tuesday,18-30,Male,Junior high school,Employee,1-2yr,Undivided Two way,Daylight,Normal,Collision with roadside objects,Overtaking,"Kamarajar Salai, Chennai",Slight Injury
13:00:00,Tuesday,Under 18,Male,Elementary school,Employee,2-5yr,other,Daylight,Normal,Vehicle with vehicle collision,No priority to pedestrian,"Thirumangalam, Chennai",Slight Injury
23:45:00,Friday,Unknown,Female,Elementary school,Employee,2-5yr,Undivided Two way,Darkness - lights lit,Raining,Vehicle with vehicle collision,No distancing,"GST Road, Chennai",Slight Injury
23:45:00,Friday,18-30,Male,Elementary school,Employee,5-10yr,other,Darkness - lights lit,Raining,Vehicle with vehicle collision,Changing lane to the right,"Poonamallee High Road, Chennai",Slight Injury
23:45:00,Friday,18-30,Female,Junior high school,Employee,5-10yr,other,Darkness - lights lit,Raining,Vehicle with vehicle collision,Driving carelessly,"Porur, Chennai",Slight Injury
20:50:00,Tuesday,31-50,Male,Junior high school,Employee,Above 10yr,Double carriageway (median),Darkness - lights lit,Normal,Collision with pedestrians,Changing lane to the right,"Velachery Main Road, Chennai",Slight Injury
20:50:00,Tuesday,18-30,Male,Elementary school,Owner,2-5yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Overtaking,"OMR, Chennai",Slight Injury
10:54:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,other,Daylight,Normal,Vehicle with vehicle collision,Other,"Chromepet, Chennai",Slight Injury
16:50:00,Monday,18-30,Male,Junior high school,Employee,Below 1yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving to the left,"Outer Ring Road, Chennai",Slight Injury
16:50:00,Monday,Over 51,Male,Junior high school,Employee,5-10yr,Two-way (divided with solid lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving at high speed,"Old Mahabalipuram Road, Chennai",Slight Injury
16:50:00,Monday,Over 51,Male,High school,Employee,Above 10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown,"Tambaram, Chennai",Slight Injury
18:30:00,Sunday,Over 51,Male,Junior high school,Employee,5-10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the right,"ECR, Chennai",Slight Injury
18:30:00,Sunday,Over 51,Male,Elementary school,Employee,1-2yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"GST Road, Chennai",Slight Injury
18:30:00,Sunday,31-50,Male,Junior high school,Employee,,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other,"Alandur, Chennai",Slight Injury
18:30:00,Sunday,31-50,Male,Above high school,Employee,1-2yr,Undivided Two way,Darkness - lights lit,Normal,Collision with pedestrians,No priority to vehicle,"Rajiv Gandhi Salai, Chennai",Slight Injury
18:30:00,Sunday,31-50,Male,Junior high school,Employee,Above 10yr,Double carriageway (median),Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the left,"Mount Road, Chennai",Slight Injury
15:50:00,Thursday,Unknown,Female,Junior high school,Employee,1-2yr,Undivided Two way,Darkness - lights lit,Raining,Vehicle with vehicle collision,No priority to pedestrian,"Vadapalani, Chennai",Slight Injury
15:50:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,other,Darkness - lights lit,Raining,Vehicle with vehicle collision,Overtaking,"Thirumangalam High Road, Chennai",Slight Injury
15:40:00,Friday,Under 18,Male,Junior high school,Employee,2-5yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving carelessly,"Perambur, Chennai",Slight Injury
15:40:00,Friday,Over 51,Male,,,,other,Darkness - lights lit,Normal,Collision with roadside objects,No priority to vehicle,"GST Road, Chennai",Slight Injury
07:50:00,Thursday,18-30,Male,Junior high school,Employee,2-5yr,other,Daylight,Normal,Vehicle with vehicle collision,No priority to pedestrian,"Old Mahabalipuram Road, Chennai",Serious Injury
07:50:00,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"Tambaram, Chennai",Serious Injury
17:05:00,Monday,31-50,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"ECR, Chennai",Serious Injury
15:25:00,Monday,31-50,Male,Junior high school,Employee,1-2yr,Two-way (divided with broken lines road marking),Daylight,Cloudy,Vehicle with vehicle collision,Changing lane to the right,"OMR, Chennai",Slight Injury
09:45:00,Monday,Over 51,Male,Above high school,Owner,1-2yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"Alandur, Chennai",Slight Injury
09:45:00,Monday,Over 51,Male,Above high school,Employee,No Licence,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the left,"Vadapalani, Chennai",Slight Injury
09:45:00,Monday,Unknown,Female,Junior high school,Employee,1-2yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Overturning,"Thirumangalam High Road, Chennai",Slight Injury
10:16:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Raining,Collision with roadside objects,Driving carelessly,"Perambur, Chennai",Slight Injury
08:54:00,Thursday,Over 51,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Daylight,Other,Vehicle with vehicle collision,No distancing,"GST Road, Chennai",Slight Injury
13:00:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Daylight,Raining,Vehicle with vehicle collision,Driving carelessly,"Old Mahabalipuram Road, Chennai",Serious Injury
13:00:00,Thursday,Under 18,Male,Junior high school,Owner,5-10yr,Undivided Two way,Daylight,Raining,Vehicle with vehicle collision,Changing lane to the left,"Tambaram, Chennai",Serious Injury
17:10:00,Wednesday,18-30,Male,Elementary school,Employee,2-5yr,Double carriageway (median),Darkness - lights lit,Normal,Vehicle with vehicle collision,No priority to vehicle,"ECR, Chennai",Slight Injury
17:10:00,Wednesday,31-50,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Rollover,Changing lane to the right,"GST Road, Chennai",Slight Injury
21:00:00,Saturday,18-30,Male,Junior high school,Employee,Below 1yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Raining,Vehicle with vehicle collision,No distancing,"Alandur, Chennai",Fatal injury
16:13:00,Wednesday,Under 18,Male,Junior high school,Employee,2-5yr,Undivided Two way,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,Moving Backward,"Rajiv Gandhi Salai, Chennai",Slight Injury
16:13:00,Wednesday,31-50,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Cloudy,Collision with roadside objects,Moving Backward,"Poonamallee High Road, Chennai",Slight Injury
17:20:00,Tuesday,18-30,Male,Elementary school,Employee,5-10yr,Double carriageway (median),Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"Porur, Chennai",Slight Injury
17:20:00,Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"Velachery Main Road, Chennai",Slight Injury
22:00:00,Saturday,31-50,Male,,,,Two-way (divided with broken lines road marking),Darkness - lights lit,Windy,Vehicle with vehicle collision,No distancing,"OMR, Chennai",Slight Injury
07:58:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Unknown,Daylight,Raining,Collision with roadside objects,No priority to pedestrian,"Chromepet, Chennai",Slight Injury
07:58:00,Monday,18-30,Male,Junior high school,Employee,5-10yr,Double carriageway (median),Daylight,Raining,Collision with roadside objects,Driving carelessly,"Outer Ring Road, Chennai",Slight Injury
20:16:00,Sunday,31-50,Male,Above high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the right,"Old Mahabalipuram Road, Chennai",Slight Injury
20:16:00,Sunday,Unknown,Female,,,,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the left,"Tambaram, Chennai",Slight Injury
20:00:00,Saturday,Over 51,Male,,Employee,1-2yr,One way,Darkness - lights lit,Other,Collision with roadside objects,Driving carelessly,"ECR, Chennai",Slight Injury
18:40:00,Thursday,18-30,Male,Junior high school,Employee,2-5yr,Undivided Two way,Darkness - lights lit,Windy,Collision with roadside objects,Driving carelessly,"GST Road, Chennai",Slight Injury
16:31:00,Wednesday,31-50,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Darkness - lights lit,Raining,Vehicle with vehicle collision,No distancing,"Alandur, Chennai",Slight Injury
18:45:00,Tuesday,18-30,Male,Junior high school,Employee,Below 1yr,other,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other,"Rajiv Gandhi Salai, Chennai",Serious Injury
18:45:00,Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Raining,Vehicle with vehicle collision,Changing lane to the right,"Poonamallee High Road, Chennai",Serious Injury
15:16:00,Monday,18-30,Male,Junior high school,Employee,Below 1yr,Undivided Two way,Daylight,Cloudy,Collision with roadside objects,Changing lane to the right,"Porur, Chennai",Slight Injury
18:35:00,Wednesday,Under 18,Male,High school,Employee,5-10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Raining,Vehicle with vehicle collision,No distancing,"Velachery Main Road, Chennai",Slight Injury
18:35:00,Wednesday,18-30,Male,Above high school,Employee,1-2yr,Double carriageway (median),Darkness - lights lit,Raining,Vehicle with vehicle collision,No distancing,"OMR, Chennai",Slight Injury
20:40:00,Tuesday,31-50,Male,Junior high school,Employee,Below 1yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Overturning,"Chromepet, Chennai",Slight Injury
20:40:00,Tuesday,31-50,Male,,,,Undivided Two way,Darkness - lights lit,Normal,Rollover,Driving at high speed,"Outer Ring Road, Chennai",Slight Injury
17:34:00,Monday,31-50,Male,High school,Employee,Below 1yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,No priority to vehicle,"Old Mahabalipuram Road, Chennai",Slight Injury
17:34:00,Monday,18-30,Male,High school,Employee,Below 1yr,Double carriageway (median),Darkness - lights lit,Normal,Vehicle with vehicle collision,No priority to pedestrian,"Tambaram, Chennai",Slight Injury
20:20:00,Wednesday,18-30,Male,,,,Undivided Two way,Darkness - lights lit,Normal,Collision with pedestrians,No priority to vehicle,"ECR, Chennai",Serious Injury
22:25:00,Friday,31-50,Male,High school,Employee,2-5yr,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other,"GST Road, Chennai",Slight Injury
22:25:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Other,"Alandur, Chennai",Slight Injury
22:25:00,Friday,18-30,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Moving Backward,"Rajiv Gandhi Salai, Chennai",Slight Injury
15:10:00,Friday,Over 51,Male,Junior high school,Employee,5-10yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,No distancing,"Poonamallee High Road, Chennai",Slight Injury
17:10:00,Wednesday,31-50,Male,Junior high school,Employee,1-2yr,Double carriageway (median),Darkness - lights lit,Normal,Collision with roadside objects,Moving Backward,"Porur, Chennai",Slight Injury
17:10:00,Wednesday,18-30,Male,Unknown,Employee,Below 1yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,No priority to vehicle,"Velachery Main Road, Chennai",Slight Injury
06:12:00,Saturday,18-30,Male,Junior high school,Employee,Below 1yr,Undivided Two way,Darkness - lights lit,Raining,Vehicle with vehicle collision,Driving carelessly,"OMR, Chennai",Slight Injury
06:12:00,Saturday,Over 51,Male,High school,Employee,2-5yr,other,Darkness - lights lit,Raining,Vehicle with vehicle collision,No distancing,"Chromepet, Chennai",Slight Injury
06:12:00,Saturday,Over 51,Male,Junior high school,Owner,1-2yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Raining,Vehicle with vehicle collision,Other,"Outer Ring Road, Chennai",Slight Injury
11:05:00,Thursday,Over 51,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with roadside objects,Changing lane to the right,"Old Mahabalipuram Road, Chennai",Serious Injury
11:05:00,Thursday,18-30,Male,Elementary school,Employee,2-5yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,No distancing,"Tambaram, Chennai",Serious Injury
17:43:00,Wednesday,18-30,Male,Elementary school,Owner,5-10yr,Double carriageway (median),Darkness - lights lit,Normal,Collision with roadside objects,Driving carelessly,"ECR, Chennai",Slight Injury
17:43:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Double carriageway (median),Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"GST Road, Chennai",Slight Injury
17:43:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Rollover,No priority to vehicle,"Alandur, Chennai",Slight Injury
17:00:00,Friday,31-50,Male,High school,Employee,5-10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the right,"Rajiv Gandhi Salai, Chennai",Slight Injury
10:07:00,Monday,18-30,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Raining,Vehicle with vehicle collision,No priority to pedestrian,"Poonamallee High Road, Chennai",Slight Injury
10:07:00,Monday,Over 51,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Daylight,Raining,Vehicle with vehicle collision,No priority to vehicle,"Porur, Chennai",Slight Injury
10:40:00,Monday,31-50,Male,Junior high school,,1-2yr,Double carriageway (median),Daylight,Raining,Vehicle with vehicle collision,Changing lane to the left,"Velachery Main Road, Chennai",Slight Injury
10:40:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,Double carriageway (median),Daylight,Raining,Vehicle with vehicle collision,Turnover,"OMR, Chennai",Slight Injury
18:40:00,Friday,18-30,Male,Junior high school,Employee,1-2yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Raining,Collision with pedestrians,Driving to the left,"Chromepet, Chennai",Serious Injury
17:55:00,Saturday,18-30,Male,,,,Two-way (divided with broken lines road marking),Darkness - lights lit,Raining,Rollover,Driving carelessly,"Outer Ring Road, Chennai",Slight Injury
17:55:00,Saturday,18-30,Male,Elementary school,Employee,5-10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Raining,Vehicle with vehicle collision,Driving to the left,"Old Mahabalipuram Road, Chennai",Slight Injury
17:57:00,Saturday,Over 51,Male,Junior high school,Employee,5-10yr,other,Darkness - no lighting,Raining,Rollover,Driving carelessly,"Tambaram, Chennai",Serious Injury
17:45:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Raining,Vehicle with vehicle collision,No priority to pedestrian,"194 Feet Road, Anna Nagar",Slight Injury
19:40:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving carelessly,"Nungambakkam, Chennai",Slight Injury
19:40:00,Monday,31-50,Male,Junior high school,Owner,Above 10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the right,"Mount Road, Chennai",Slight Injury
21:05:00,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Raining,Fall from vehicles,Moving Backward,"T Nagar, Chennai",Serious Injury
21:05:00,Thursday,31-50,Male,Elementary school,Other,5-10yr,,Darkness - lights lit,Raining,Vehicle with vehicle collision,Driving carelessly,"GST Road, Chennai",Serious Injury
13:05:00,Monday,Over 51,Male,Elementary school,Employee,5-10yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with roadside objects,Changing lane to the right,"Chromepet, Chennai",Slight Injury
13:05:00,Monday,Over 51,Male,Junior high school,,5-10yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"Outer Ring Road, Chennai",Slight Injury
04:01:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Undivided Two way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Driving carelessly,"Old Mahabalipuram Road, Chennai",Slight Injury
13:53:00,Friday,31-50,Male,Elementary school,Employee,Above 10yr,One way,Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"Tambaram, Chennai",Slight Injury
13:53:00,Friday,Over 51,Male,Junior high school,,Below 1yr,Two-way (divided with broken lines road marking),Daylight,Normal,Collision with pedestrians,Changing lane to the right,"Rajiv Gandhi Salai, Chennai",Slight Injury
17:28:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,One way,Darkness - lights lit,Normal,Vehicle with vehicle collision,Changing lane to the right,"Poonamallee High Road, Chennai",Serious Injury
12:47:00,Sunday,Over 51,Male,Elementary school,Employee,1-2yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Driving carelessly,"Porur, Chennai",Slight Injury
12:47:00,Sunday,31-50,Male,Junior high school,Employee,Above 10yr,Double carriageway (median),Daylight,Normal,Vehicle with vehicle collision,Overtaking,"Velachery Main Road, Chennai",Slight Injury
13:43:00,Tuesday,18-30,Male,Elementary school,Owner,2-5yr,Unknown,Daylight,Normal,Rollover,Changing lane to the right,"OMR, Chennai",Slight Injury
13:43:00,Tuesday,31-50,Male,Junior high school,Employee,5-10yr,,Daylight,Normal,Collision with roadside objects,No distancing,"Alandur, Chennai",Slight Injury
12:29:00,Tuesday,31-50,Male,Junior high school,Employee,Below 1yr,other,Daylight,Normal,Vehicle with vehicle collision,Other,"GST Road, Chennai",Slight Injury
12:29:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"Old Mahabalipuram Road, Chennai",Slight Injury
12:29:00,Tuesday,31-50,Male,High school,Employee,Above 10yr,One way,Daylight,Normal,Collision with roadside objects,Changing lane to the right,"Tambaram, Chennai",Slight Injury
12:29:00,Tuesday,31-50,Male,Junior high school,Employee,5-10yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Overtaking,"195 Feet Road, Anna Nagar",Slight Injury
08:27:00,Wednesday,18-30,Male,Elementary school,Employee,1-2yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Other,"Nungambakkam, Chennai",Serious Injury
08:27:00,Wednesday,18-30,Male,Junior high school,Employee,,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Driving to the left,"Mount Road, Chennai",Serious Injury
08:27:00,Wednesday,Over 51,Male,Above high school,Employee,1-2yr,Two-way (divided with broken lines road marking),Daylight,Normal,Rollover,Overtaking,"T Nagar, Chennai",Serious Injury
12:05:00,Friday,Over 51,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Daylight,Windy,Rollover,No priority to vehicle,"Rajiv Gandhi Salai, Chennai",Slight Injury
12:05:00,Friday,Over 51,Male,Junior high school,Employee,1-2yr,other,Daylight,Windy,Collision with pedestrians,Moving Backward,"Kamarajar Salai, Chennai",Slight Injury
12:05:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,other,Daylight,Windy,Vehicle with vehicle collision,Other,"Thirumangalam, Chennai",Slight Injury
12:51:00,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,No priority to vehicle,"GST Road, Chennai",Slight Injury
12:51:00,Thursday,31-50,Male,,,,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,No priority to pedestrian,"Poonamallee High Road, Chennai",Slight Injury
11:10:00,Sunday,Under 18,Male,Junior high school,Employee,2-5yr,other,Daylight,Normal,Collision with pedestrians,Changing lane to the right,"Porur, Chennai",Slight Injury
11:10:00,Sunday,18-30,Male,Junior high school,Employee,2-5yr,other,Daylight,Normal,Collision with pedestrians,Changing lane to the right,"Velachery Main Road, Chennai",Slight Injury
11:10:00,Sunday,31-50,Male,Junior high school,Employee,Above 10yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"OMR, Chennai",Slight Injury
11:10:00,Sunday,31-50,Male,Junior high school,Employee,1-2yr,other,Daylight,Normal,Vehicle with vehicle collision,Driving to the left,"Chromepet, Chennai",Slight Injury
10:30:00,Monday,Over 51,Male,Above high school,Owner,1-2yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Changing lane to the left,"Outer Ring Road, Chennai",Serious Injury
22:25:00,Thursday,31-50,Male,Above high school,Employee,No Licence,Undivided Two way,Darkness - no lighting,Cloudy,Collision with roadside objects,Moving Backward,"Old Mahabalipuram Road, Chennai",Slight Injury
22:25:00,Thursday,31-50,Male,Junior high school,Employee,1-2yr,Double carriageway (median),Darkness - no lighting,Cloudy,Vehicle with vehicle collision,Driving at high speed,"Tambaram, Chennai",Slight Injury
17:27:00,Friday,Over 51,Male,Junior high school,Employee,5-10yr,other,Darkness - lights lit,Normal,Collision with roadside objects,Moving Backward,"ECR, Chennai",Slight Injury
17:27:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"GST Road, Chennai",Slight Injury
12:10:00,Tuesday,Over 51,Male,Junior high school,Employee,Above 10yr,other,Daylight,Normal,Vehicle with vehicle collision,Other,"Alandur, Chennai",Slight Injury
12:10:00,Tuesday,31-50,Male,Junior high school,Owner,5-10yr,other,Daylight,Normal,Collision with roadside objects,No priority to vehicle,"Rajiv Gandhi Salai, Chennai",Slight Injury
08:00:00,Tuesday,Over 51,Male,Elementary school,Employee,2-5yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,Changing lane to the right,"Mount Road, Chennai",Serious Injury
08:00:00,Tuesday,18-30,Male,Junior high school,Employee,2-5yr,other,Daylight,Normal,Vehicle with vehicle collision,Other,"Vadapalani, Chennai",Serious Injury
08:00:00,Tuesday,31-50,Male,Junior high school,Employee,Below 1yr,Undivided Two way,Daylight,Normal,Collision with roadside objects,No distancing,"Thirumangalam High Road, Chennai",Serious Injury
17:00:00,Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Undivided Two way,Darkness - lights lit,Normal,Collision with roadside objects,Driving carelessly,"Perambur, Chennai",Serious Injury
17:45:00,Wednesday,Unknown,Female,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,No distancing,"GST Road, Chennai",Slight Injury
09:57:00,Thursday,31-50,Male,Elementary school,Employee,5-10yr,Undivided Two way,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,"Old Mahabalipuram Road, Chennai",Slight Injury
09:57:00,Thursday,Over 51,Male,Junior high school,Employee,Above 10yr,Double carriageway (median),Daylight,Normal,Vehicle with vehicle collision,No distancing,"Tambaram, Chennai",Slight Injury
18:00:00,Friday,31-50,Male,,,,other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Moving Backward,"ECR, Chennai",Serious Injury
18:00:00,Friday,Unknown,Female,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Normal,Vehicle with vehicle collision,No priority to pedestrian,"OMR, Chennai",Serious Injury
19:00:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Two-way (divided with broken lines road marking),Darkness - lights lit,Other,Vehicle with vehicle collision,Changing lane to the left,"Alandur, Chennai",Slight Injury
19:00:00,Tuesday,31-50,Male,Above high school,Employee,2-5yr,Undivided Two way,Darkness - lights lit,Other,Vehicle with vehicle collision,No distancing,"Vadapalani, Chennai",Slight Injury
19:00:00,Tuesday,31-50,Male,,,,Undivided Two way,Darkness - lights lit,Other,Vehicle with vehicle collision,Other,"Thirumangalam High Road, Chennai",Slight Injury
19:00:00,Tuesday,31-50,Male,,Employee,1-2yr,Undivided Two way,Darkness - lights lit,Other,Vehicle with vehicle collision,No distancing,"Perambur, Chennai",Slight Injury
13:05:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Daylight,Normal,Vehicle with vehicle collision,No priority to pedestrian,"GST Road, Chennai",Serious Injury
13:05:00,Friday,18-30,Male,Junior high school,Employee,Above 10yr,other,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,"Old Mahabalipuram Road, Chennai",Serious Injury
08:25:00,Wednesday,Over 51,Male,Junior high school,Employee,Below 1yr,,Daylight,Raining,Vehicle with vehicle collision,No priority to pedestrian,"Tambaram, Chennai",Slight Injury
13:51:00,Tuesday,Under 18,Male,Junior high school,Employee,2-5yr,Double carriageway (median),Daylight,Normal,Vehicle with vehicle collision,No distancing,"ECR, Chennai",Serious Injury
16:10:00,Monday,31-50,Male,Junior high school,Employee,Below 1yr,Two-way (divided with broken lines road marking),Darkness - lights unlit,Normal,Vehicle with vehicle collision,No priority to pedestrian,"GST Road, Chennai",Slight Injury
16:10:00,Monday,31-50,Male,High school,Employee,5-10yr,Two-way (divided with broken lines road marking),Darkness - lights unlit,Normal,Vehicle with vehicle collision,Driving carelessly,"Alandur, Chennai",Slight Injury
08:55:00,Thursday,18-30,Male,Above high school,Employee,1-2yr,Two-way (divided with broken lines road marking),Daylight,Other,Vehicle with vehicle collision,Getting off the vehicle improperly,"Rajiv Gandhi Salai, Chennai",Slight Injury
08:55:00,Thursday,Over 51,Male,Junior high school,Employee,Below 1yr,,Daylight,Other,Vehicle with vehicle collision,Driving carelessly,"Poonamallee High Road, Chennai",Slight Injury
08:55:00,Thursday,Over 51,Male,,,,Two-way (divided with broken lines road marking),Daylight,Other,Vehicle with vehicle collision,Changing lane to the left,"Porur, Chennai",Slight Injury
02:04:00,Thursday,31-50,Male,High school,Employee,Below 1yr,Double carriageway (median),Darkness - lights lit,Other,Collision with roadside objects,No priority to vehicle,"Velachery Main Road, Chennai",Slight Injury
